REF_DATE,Employment characteristics,UOM,VALUE,city
2024,Utilities [22],Persons in thousands,9.9,Calgary
2024,Utilities [22],Persons in thousands,5.3,Edmonton
2024,Utilities [22],Persons in thousands,5.8,Montréal
2024,Utilities [22],Persons in thousands,2.4,Ottawa
2024,Utilities [22],Persons in thousands,23.3,Toronto
2024,Utilities [22],Persons in thousands,,Vancouver Island and Coast
2024,Utilities [22],Persons in thousands,3.5,Winnipeg
