City,Jan-24,Feb-24,Mar-24,Apr-24,May-24,Jun-24,Jul-24,Aug-24,Sep-24,Oct-24,Nov-24,Dec-24,Jan-25
"Mississauga, Ontario",61,60.9,61.3,62,62.6,62.7,61.9,60.1,58.5,57.8,58,58.5,58.7
