City,24-Jan,24-Feb,24-Mar,24-Apr,24-May,24-Jun,24-Jul,24-Aug,24-Sep,24-Oct,24-Nov,24-Dec,25-Jan
"Brampton, Ontario",63.6,62.9,63,62.7,63,63.2,63.8,64.2,64.1,64,63.4,62.8,62.3
